age,annual_income,loan_amount,loan_term_months,credit_score,existing_loans_count,debt_to_income_ratio,credit_utilization,missed_payments_last_12m,employment_years,employment_type,monthly_installment,installment_to_income_ratio,default
23,116968.69,18535.05,24,758.0,0,0.713,0.17,1,29.4,salaried,772.29,0.079,0
55,25039.61,9303.63,48,611.0,0,0.51,0.201,0,4.5,salaried,193.83,0.093,0
61,41208.56,8773.39,12,535.0,1,0.212,0.589,1,19.7,business_owner,731.12,0.213,0
26,55332.93,14542.71,36,642.0,0,0.064,0.129,0,12.0,business_owner,403.96,0.088,0
45,18759.39,14765.73,60,581.0,3,0.354,0.724,0,22.0,salaried,246.1,0.157,1
33,88515.21,8023.59,24,657.0,1,0.354,0.213,0,12.2,salaried,334.32,0.045,0
54,67582.54,20373.25,60,673.0,3,0.675,0.91,1,11.5,salaried,339.55,0.06,0
28,40799.32,11312.02,12,607.0,2,0.832,0.9,0,27.1,self_employed,942.67,0.277,1
41,44727.01,26275.51,12,586.0,1,0.366,0.294,0,14.8,salaried,2189.63,0.587,1
54,91760.16,12922.88,60,456.0,2,0.635,0.083,0,22.2,salaried,215.38,0.028,1
24,32934.66,12254.49,60,635.0,2,0.59,0.611,0,19.5,self_employed,204.24,0.074,1
45,93628.74,7612.62,60,611.0,0,0.409,0.448,1,19.7,salaried,126.88,0.016,0
35,43216.63,8129.74,36,617.0,1,0.106,0.144,1,10.5,self_employed,225.83,0.063,0
24,71539.0,29456.17,48,716.0,3,0.452,0.531,0,7.6,salaried,613.67,0.103,0
32,51194.23,15699.41,24,827.0,0,0.351,0.993,0,26.6,self_employed,654.14,0.153,0
52,149731.19,16874.88,24,618.0,3,0.518,0.069,2,0.7,self_employed,703.12,0.056,1
52,31454.7,34905.1,24,685.0,1,0.157,0.264,0,5.2,salaried,1454.38,0.555,0
48,36803.88,6059.89,60,673.0,1,0.666,0.539,1,4.0,self_employed,101.0,0.033,0
33,23084.98,19985.32,60,752.0,3,0.72,0.793,0,28.5,self_employed,333.09,0.173,0
51,28328.44,5152.65,60,568.0,4,0.38,0.019,2,0.2,business_owner,85.88,0.036,1
34,70021.95,10274.38,36,565.0,1,0.199,0.733,1,0.2,self_employed,285.4,0.049,0
40,109106.73,6720.7,36,576.0,1,0.58,0.14,0,6.8,business_owner,186.69,0.021,0
38,74105.16,22362.8,36,446.0,2,0.862,0.831,0,8.4,self_employed,621.19,0.101,1
49,48888.83,4299.11,36,646.0,1,0.645,0.692,1,16.8,self_employed,119.42,0.029,0
26,31357.0,11637.05,12,555.0,1,0.155,0.457,1,28.8,self_employed,969.75,0.371,0
52,76819.16,6665.75,36,673.0,1,0.388,0.822,1,14.0,salaried,185.16,0.029,1
49,30506.62,7999.35,36,435.0,2,0.828,0.733,1,8.7,salaried,222.2,0.087,1
63,24972.34,8774.22,36,645.0,0,0.589,0.759,1,24.5,salaried,243.73,0.117,0
22,42014.3,29479.86,24,627.0,2,0.175,0.29,0,11.6,salaried,1228.33,0.351,1
43,17730.29,10925.58,24,601.0,0,0.666,0.619,1,4.3,self_employed,455.23,0.308,1
39,24570.64,37661.57,24,740.0,1,0.35,0.141,3,23.8,salaried,1569.23,0.766,1
51,125868.77,42699.9,48,578.0,1,0.466,0.821,0,0.1,salaried,889.58,0.085,0
25,22395.06,47486.96,12,677.0,1,0.403,0.527,0,6.2,salaried,3957.25,2.12,1
39,27063.08,12896.87,60,593.0,1,0.667,0.825,1,19.1,salaried,214.95,0.095,0
54,50813.45,15156.95,36,799.0,2,0.235,0.211,0,3.1,salaried,421.03,0.099,0
30,52153.78,16760.39,24,638.0,3,0.38,0.13,1,7.7,self_employed,698.35,0.161,0
45,43594.57,10716.15,12,711.0,4,0.683,0.689,1,11.8,self_employed,893.01,0.246,0
22,18003.35,17233.7,36,705.0,2,0.649,0.058,0,11.9,salaried,478.71,0.319,0
31,74925.13,7622.67,48,753.0,3,0.221,0.244,1,29.2,self_employed,158.81,0.025,0
51,39280.1,4336.03,60,663.0,0,0.348,0.909,0,20.3,salaried,72.27,0.022,0
35,90239.7,20506.16,36,531.0,1,0.062,0.133,0,1.1,business_owner,569.62,0.076,0
29,35510.77,10830.66,60,690.0,0,0.501,0.376,1,6.6,business_owner,180.51,0.061,0
43,80117.31,7435.23,36,675.0,2,0.289,0.946,0,18.5,business_owner,206.53,0.031,0
39,93717.64,8021.37,48,377.0,0,0.06,0.02,0,21.4,salaried,167.11,0.021,1
29,38813.71,33159.12,12,500.0,1,0.411,0.445,1,11.4,salaried,2763.26,0.854,0
55,76132.09,17649.59,60,714.0,1,0.838,0.786,0,25.7,self_employed,294.16,0.046,0
41,25228.45,5359.44,60,778.0,0,0.835,0.909,1,28.3,salaried,89.32,0.042,0
29,55929.36,6553.85,12,643.0,1,0.366,0.736,0,18.4,business_owner,546.15,0.117,1
48,90319.97,11213.48,60,723.0,1,0.432,0.888,1,16.9,salaried,186.89,0.025,0
27,63528.66,17780.29,24,660.0,1,0.256,0.034,1,22.5,self_employed,740.85,0.14,0
36,163262.07,8293.75,12,653.0,0,0.108,0.1,1,23.5,salaried,691.15,0.051,0
36,65328.19,12042.92,48,637.0,2,0.64,0.738,1,6.5,salaried,250.89,0.046,0
53,40837.84,14310.24,36,657.0,1,0.73,0.753,0,14.5,self_employed,397.51,0.117,1
24,202894.86,14489.23,36,685.0,2,0.798,0.605,0,13.4,salaried,402.48,0.024,0
24,110951.73,3174.54,12,614.0,0,0.845,0.73,0,28.2,salaried,264.54,0.029,0
59,21994.47,15259.92,24,762.0,2,0.829,0.858,0,3.4,business_owner,635.83,0.347,0
60,33120.85,4723.4,48,560.0,2,0.073,0.545,0,28.3,salaried,98.4,0.036,1
37,29170.73,11250.42,36,803.0,1,0.881,0.947,1,17.2,self_employed,312.51,0.129,0
57,67698.2,9888.73,36,631.0,1,0.373,0.694,0,8.6,business_owner,274.69,0.049,0
59,65223.75,6993.67,24,645.0,0,0.803,0.472,0,26.1,salaried,291.4,0.054,0
49,64972.93,22156.81,60,594.0,3,0.425,0.422,0,1.5,self_employed,369.28,0.068,1
56,21699.52,6806.37,12,687.0,1,0.409,0.75,0,9.6,business_owner,567.2,0.314,0
58,35630.39,9761.86,24,616.0,2,0.06,0.63,1,22.6,salaried,406.74,0.137,1
59,45494.98,22634.72,24,607.0,1,0.095,0.817,0,24.8,business_owner,943.11,0.249,0
57,19713.12,9595.98,24,705.0,2,0.621,0.781,1,5.0,salaried,399.83,0.243,1
55,31700.45,8475.15,24,755.0,1,0.847,0.524,0,28.3,salaried,353.13,0.134,0
27,96588.68,11374.24,60,556.0,3,0.241,0.946,1,1.6,business_owner,189.57,0.024,1
47,22538.09,18477.36,48,724.0,2,0.13,0.704,1,13.0,salaried,384.94,0.205,0
48,101481.34,31817.91,24,762.0,1,0.232,0.201,0,2.9,salaried,1325.75,0.157,0
42,84590.27,7618.44,24,491.0,0,0.23,0.618,1,2.9,salaried,317.44,0.045,1
34,42388.46,7998.03,12,574.0,3,0.299,0.202,0,27.4,salaried,666.5,0.189,0
27,35438.83,11318.56,36,760.0,2,0.131,0.559,0,27.1,salaried,314.4,0.106,0
57,74303.54,15337.93,60,684.0,0,0.25,0.79,1,18.5,salaried,255.63,0.041,0
42,33061.67,8415.68,24,804.0,1,0.833,0.813,2,29.0,salaried,350.65,0.127,0
25,33894.26,20193.94,48,634.0,0,0.807,0.651,0,14.7,salaried,420.71,0.149,0
22,48439.25,7705.07,48,603.0,2,0.319,0.783,0,23.5,self_employed,160.52,0.04,0
47,16896.86,4270.5,48,773.0,1,0.897,0.472,0,2.9,salaried,88.97,0.063,0
41,23742.27,18380.86,12,575.0,0,0.304,0.551,1,11.9,salaried,1531.74,0.774,0
58,41863.49,19703.54,48,628.0,1,0.664,0.88,0,15.5,salaried,410.49,0.118,0
35,62183.69,25003.98,12,700.0,1,0.597,0.493,1,23.3,self_employed,2083.66,0.402,0
41,32833.78,4043.48,60,709.0,2,0.105,0.351,1,10.0,self_employed,67.39,0.025,0
30,44408.88,8960.94,48,578.0,0,0.341,0.797,0,29.4,salaried,186.69,0.05,0
43,21878.73,11491.53,36,673.0,1,0.859,0.05,1,22.0,salaried,319.21,0.175,0
59,78138.79,38337.16,24,624.0,0,0.093,0.958,1,16.0,salaried,1597.38,0.245,1
25,54723.1,12142.65,60,499.0,1,0.199,0.34,0,9.9,salaried,202.38,0.044,1
21,57197.93,5955.62,36,609.0,3,0.875,0.63,0,19.3,business_owner,165.43,0.035,0
33,62575.26,15963.25,60,503.0,3,0.084,0.685,1,20.2,self_employed,266.05,0.051,0
41,50973.63,29309.7,48,591.0,1,0.43,0.137,2,20.4,salaried,610.62,0.144,1
46,38488.46,25796.22,60,542.0,0,0.831,0.823,1,17.6,business_owner,429.94,0.134,1
41,86234.64,18714.97,60,720.0,0,0.852,0.572,0,12.0,self_employed,311.92,0.043,0
38,53020.85,15639.88,60,677.0,1,0.882,0.328,0,24.5,self_employed,260.66,0.059,0
57,45122.68,3426.69,12,788.0,2,0.459,0.851,0,7.7,business_owner,285.56,0.076,0
52,48809.13,13567.06,36,567.0,1,0.124,0.625,1,18.8,business_owner,376.86,0.093,1
56,48291.82,14866.78,48,661.0,1,0.707,0.786,1,14.2,salaried,309.72,0.077,1
37,44896.59,12137.49,24,551.0,0,0.653,0.992,1,26.8,self_employed,505.73,0.135,1
55,61270.46,20419.79,48,593.0,2,0.543,0.13,0,17.7,salaried,425.41,0.083,0
31,30701.6,12020.89,48,614.0,1,0.805,0.75,1,25.7,salaried,250.44,0.098,0
41,31844.01,10709.24,12,828.0,1,0.825,0.758,2,28.6,salaried,892.44,0.336,0
46,64837.01,24919.32,12,683.0,1,0.631,0.875,0,3.8,salaried,2076.61,0.384,1
24,45587.11,10423.8,60,639.0,0,0.145,0.408,0,16.7,self_employed,173.73,0.046,0
54,79673.84,13888.17,48,747.0,1,0.131,0.87,1,26.5,salaried,289.34,0.044,1
38,60140.54,22891.45,36,711.0,0,0.397,0.64,1,26.2,salaried,635.87,0.127,0
60,37185.94,7285.19,12,645.0,0,0.299,0.069,0,5.9,salaried,607.1,0.196,0
55,65352.32,6825.96,12,711.0,1,0.163,0.032,0,14.4,salaried,568.83,0.104,0
61,89196.36,30174.85,36,622.0,4,0.57,0.481,0,6.7,self_employed,838.19,0.113,0
49,61297.22,9361.61,12,900.0,1,0.631,0.786,0,26.9,business_owner,780.13,0.153,0
49,68377.05,20240.88,36,760.0,0,0.643,0.384,0,0.1,self_employed,562.25,0.099,0
58,44986.36,4604.58,24,613.0,1,0.199,0.852,0,6.6,salaried,191.86,0.051,0
62,80540.86,2975.5,36,718.0,2,0.31,0.492,2,12.3,self_employed,82.65,0.012,1
41,36667.82,16622.92,24,699.0,1,0.219,0.026,0,6.6,self_employed,692.62,0.227,0
62,58062.28,12375.67,60,675.0,2,0.561,0.974,0,29.2,salaried,206.26,0.043,0
33,177150.17,16716.96,60,696.0,2,0.532,0.49,0,7.3,salaried,278.62,0.019,0
61,64179.59,41143.67,12,577.0,3,0.478,0.65,1,10.9,salaried,3428.64,0.641,0
37,39721.36,6358.8,36,611.0,0,0.302,0.199,0,5.2,salaried,176.63,0.053,0
29,39670.13,13669.37,12,799.0,2,0.251,0.297,1,27.8,self_employed,1139.11,0.345,0
61,47303.01,32418.34,36,668.0,1,0.807,0.484,0,12.3,business_owner,900.51,0.228,1
21,75028.47,6934.1,12,587.0,1,0.092,0.856,0,7.9,salaried,577.84,0.092,0
22,52727.31,9406.57,60,637.0,0,0.608,0.102,0,7.4,salaried,156.78,0.036,0
49,35444.95,4626.84,60,602.0,2,0.067,0.78,1,17.6,salaried,77.11,0.026,0
53,35413.61,51159.81,12,731.0,2,0.215,0.579,1,29.3,business_owner,4263.32,1.445,1
30,52892.91,3559.15,36,600.0,0,0.296,0.5,0,29.2,business_owner,98.87,0.022,0
60,50071.01,21572.0,48,654.0,0,0.804,0.877,0,29.5,self_employed,449.42,0.108,0
41,61542.8,6051.85,36,590.0,2,0.167,0.118,1,11.6,self_employed,168.11,0.033,1
48,77555.18,7111.47,12,849.0,2,0.847,0.991,1,27.4,salaried,592.62,0.092,0
31,191698.64,25295.26,36,707.0,1,0.743,0.855,0,13.3,salaried,702.65,0.044,1
54,23599.56,8556.9,24,703.0,1,0.627,0.326,3,15.3,salaried,356.54,0.181,1
28,69108.37,19753.23,36,713.0,2,0.4,0.452,0,15.6,business_owner,548.7,0.095,0
42,51490.56,30577.48,60,614.0,1,0.819,0.025,1,1.9,self_employed,509.62,0.119,1
28,19491.07,15069.35,60,787.0,1,0.499,0.528,1,5.3,salaried,251.16,0.155,0
35,91561.43,22778.48,24,644.0,1,0.366,0.548,0,26.6,salaried,949.1,0.124,1
37,60511.37,14022.3,36,810.0,1,0.548,0.927,1,26.9,salaried,389.51,0.077,0
43,73123.36,14417.58,48,621.0,1,0.247,0.388,0,6.1,salaried,300.37,0.049,0
44,20958.31,9127.46,36,714.0,1,0.282,0.571,0,9.1,self_employed,253.54,0.145,0
39,43905.35,42502.39,60,665.0,2,0.831,0.741,1,24.9,business_owner,708.37,0.194,0
25,28578.26,20862.46,60,674.0,0,0.725,0.609,1,6.1,business_owner,347.71,0.146,0
52,144574.54,18271.23,12,500.0,1,0.486,0.156,0,26.4,salaried,1522.6,0.126,0
64,86879.31,21208.91,60,562.0,1,0.404,0.172,0,24.7,self_employed,353.48,0.049,0
21,34874.67,8898.39,12,786.0,1,0.736,0.138,1,24.2,salaried,741.53,0.255,0
43,22735.45,23355.39,60,534.0,1,0.535,0.218,0,26.8,salaried,389.26,0.205,0
57,54015.57,33980.04,60,730.0,2,0.403,0.328,2,26.6,salaried,566.33,0.126,0
28,84644.13,5834.72,48,884.0,1,0.488,0.74,0,27.5,self_employed,121.56,0.017,0
33,20588.2,18489.12,12,700.0,5,0.248,0.061,2,26.4,salaried,1540.76,0.898,0
28,30764.38,13872.64,12,841.0,1,0.222,0.82,1,18.2,business_owner,1156.05,0.451,0
43,28203.68,9783.86,60,712.0,1,0.891,0.262,1,4.7,self_employed,163.06,0.069,0
63,75619.77,6932.99,12,674.0,0,0.874,0.613,1,18.3,self_employed,577.75,0.092,0
21,40744.88,25113.27,60,684.0,5,0.408,0.553,0,28.3,salaried,418.55,0.123,0
44,41607.33,15135.43,60,634.0,1,0.488,0.154,2,29.0,salaried,252.26,0.073,0
55,53494.14,11798.43,36,631.0,0,0.753,0.287,0,21.9,salaried,327.73,0.074,0
44,31598.33,18498.21,12,603.0,1,0.667,0.296,0,20.8,salaried,1541.52,0.585,0
37,23817.04,12375.96,24,688.0,0,0.135,0.624,1,28.2,self_employed,515.66,0.26,0
25,97230.78,8756.55,12,848.0,1,0.368,0.789,1,8.7,salaried,729.71,0.09,0
40,101848.62,14434.42,12,778.0,0,0.263,0.996,0,4.5,self_employed,1202.87,0.142,0
41,53626.1,13137.11,48,668.0,3,0.894,0.096,0,8.7,salaried,273.69,0.061,1
60,55607.74,4607.71,24,705.0,1,0.686,0.939,0,28.5,self_employed,191.99,0.041,0
51,92088.65,9156.87,24,642.0,2,0.091,0.562,0,6.4,self_employed,381.54,0.05,0
56,53014.82,6256.42,48,778.0,0,0.815,0.357,0,6.7,salaried,130.34,0.03,0
31,39753.81,4959.99,48,503.0,0,0.839,0.285,0,5.8,business_owner,103.33,0.031,1
35,49994.56,17687.61,12,824.0,0,0.333,0.209,0,14.5,salaried,1473.97,0.354,0
39,98379.16,8944.01,36,601.0,2,0.596,0.557,0,23.9,business_owner,248.44,0.03,1
27,50345.31,24955.36,48,615.0,1,0.63,0.946,0,11.5,self_employed,519.9,0.124,1
48,35077.27,4459.72,24,540.0,3,0.67,0.182,2,3.0,salaried,185.82,0.064,1
63,52759.6,11174.03,24,664.0,3,0.639,0.436,0,22.2,salaried,465.58,0.106,0
25,68057.73,9232.12,12,589.0,2,0.526,0.204,2,18.3,salaried,769.34,0.136,0
25,64095.33,5183.42,36,755.0,0,0.861,0.176,0,14.4,business_owner,143.98,0.027,0
50,64628.58,13400.57,60,711.0,3,0.486,0.867,0,28.9,salaried,223.34,0.041,0
52,32424.23,5462.17,48,588.0,1,0.144,0.262,1,14.1,salaried,113.8,0.042,0
28,72045.4,15269.76,48,571.0,1,0.118,0.248,0,22.0,salaried,318.12,0.053,0
30,49723.5,20587.83,12,592.0,1,0.066,0.91,0,4.8,business_owner,1715.65,0.414,1
58,34341.31,15686.13,36,565.0,1,0.414,0.386,0,12.5,self_employed,435.73,0.152,0
52,71759.52,16921.33,24,625.0,2,0.282,0.009,0,6.4,salaried,705.06,0.118,1
48,39072.75,24803.52,24,574.0,1,0.811,0.721,2,10.4,salaried,1033.48,0.317,1
37,22311.36,13146.91,60,755.0,0,0.787,0.517,1,14.4,self_employed,219.12,0.118,0
51,29723.67,8138.68,24,605.0,2,0.762,0.774,0,5.2,business_owner,339.11,0.137,1
28,44764.99,9270.84,48,702.0,1,0.787,0.57,1,24.1,salaried,193.14,0.052,0
60,65457.16,9391.64,60,703.0,2,0.303,0.351,0,11.3,business_owner,156.53,0.029,0
45,31823.65,7143.78,36,483.0,2,0.412,0.067,0,26.9,salaried,198.44,0.075,0
29,43463.15,21386.75,60,714.0,1,0.315,0.866,0,20.2,salaried,356.45,0.098,0
22,26680.72,18327.2,36,496.0,0,0.123,0.207,2,5.3,self_employed,509.09,0.229,1
35,80098.82,4919.68,24,575.0,3,0.835,0.971,0,19.3,self_employed,204.99,0.031,0
23,115689.55,8137.23,12,710.0,1,0.574,0.246,1,0.7,salaried,678.1,0.07,0
56,109605.33,6938.28,60,661.0,3,0.163,0.827,0,24.2,self_employed,115.64,0.013,0
24,79418.75,16161.83,60,619.0,0,0.225,0.789,2,29.2,self_employed,269.36,0.041,0
34,75452.23,25486.54,48,490.0,1,0.433,0.463,0,20.3,self_employed,530.97,0.084,1
61,17397.12,17481.73,48,737.0,2,0.094,0.402,0,27.8,salaried,364.2,0.251,0
61,53561.54,8771.69,36,689.0,1,0.281,0.703,3,8.8,self_employed,243.66,0.055,1
45,38252.1,11032.64,12,573.0,1,0.648,0.529,1,12.7,business_owner,919.39,0.288,1
30,76132.7,5792.33,48,563.0,2,0.832,0.632,1,12.7,self_employed,120.67,0.019,1
41,13783.14,6065.08,48,742.0,0,0.839,0.47,1,3.4,salaried,126.36,0.11,0
56,53986.21,22195.17,24,677.0,0,0.492,0.557,1,23.9,salaried,924.8,0.206,0
32,44036.68,31776.02,24,528.0,1,0.315,0.189,0,14.9,business_owner,1324.0,0.361,0
47,85752.02,8700.53,48,584.0,1,0.833,0.055,0,14.7,salaried,181.26,0.025,1
60,106297.13,13751.06,36,826.0,1,0.719,0.356,0,20.1,self_employed,381.97,0.043,0
22,30809.46,20584.92,12,740.0,1,0.549,0.466,0,5.1,salaried,1715.41,0.668,0
33,31512.66,4923.1,48,650.0,1,0.759,0.906,0,24.3,salaried,102.56,0.039,1
52,55008.79,7120.89,36,652.0,0,0.44,0.414,0,11.0,salaried,197.8,0.043,0
51,116643.94,44186.8,36,454.0,1,0.145,0.434,0,2.4,salaried,1227.41,0.126,0
36,50517.36,7520.37,48,768.0,0,0.848,0.675,0,5.7,salaried,156.67,0.037,0
52,25859.14,10752.56,36,609.0,0,0.504,0.207,1,7.6,self_employed,298.68,0.139,1
52,36209.1,9304.37,60,577.0,1,0.641,0.872,1,5.3,salaried,155.07,0.051,1
54,54248.58,4036.5,36,717.0,2,0.383,0.428,0,7.3,salaried,112.12,0.025,0
31,55276.39,14039.55,48,593.0,1,0.165,0.931,0,29.9,business_owner,292.49,0.063,0
30,34473.84,13158.84,36,486.0,0,0.281,0.271,1,16.1,salaried,365.52,0.127,1
35,35850.21,14890.98,48,687.0,0,0.087,0.466,1,18.1,self_employed,310.23,0.104,0
37,30007.9,12698.7,24,514.0,0,0.124,0.778,2,5.0,self_employed,529.11,0.212,1
60,86732.64,10138.38,48,645.0,0,0.224,0.556,0,1.3,salaried,211.22,0.029,0
38,32293.21,9795.09,36,679.0,0,0.527,0.661,2,9.3,salaried,272.09,0.101,1
29,38855.42,9896.08,48,625.0,1,0.894,0.281,2,23.1,salaried,206.17,0.064,1
45,38306.45,7381.9,12,625.0,1,0.767,0.328,0,16.8,business_owner,615.16,0.193,0
60,21960.95,8100.79,48,790.0,2,0.123,0.508,0,0.3,salaried,168.77,0.092,0
34,31834.07,7456.58,48,791.0,1,0.766,0.202,0,23.7,self_employed,155.35,0.059,0
45,90587.25,18845.82,12,567.0,2,0.506,0.126,0,3.1,salaried,1570.48,0.208,0
42,26778.54,16053.17,12,596.0,2,0.611,0.844,2,13.2,salaried,1337.76,0.599,1
50,30278.07,13579.01,12,601.0,2,0.16,0.775,0,30.0,salaried,1131.58,0.448,0
40,25178.03,42845.64,60,647.0,2,0.386,0.932,2,3.6,salaried,714.09,0.34,1
41,46849.43,7666.25,48,643.0,2,0.802,0.587,0,24.5,salaried,159.71,0.041,1
64,125836.45,26141.15,12,805.0,2,0.412,0.42,2,24.0,salaried,2178.43,0.208,0
52,45873.96,11429.83,12,633.0,0,0.158,0.103,1,13.4,salaried,952.49,0.249,1
41,50684.79,14680.84,24,557.0,1,0.314,0.85,2,29.6,salaried,611.7,0.145,1
55,32934.51,19983.89,60,597.0,1,0.238,0.456,0,9.2,business_owner,333.06,0.121,0
52,47533.55,10031.43,48,684.0,1,0.634,0.561,0,9.5,salaried,208.99,0.053,0
50,90628.6,7086.74,36,627.0,4,0.824,0.314,0,4.6,salaried,196.85,0.026,1
59,52651.75,7823.87,60,678.0,1,0.673,0.524,0,11.1,salaried,130.4,0.03,0
32,142327.36,3775.28,60,628.0,2,0.767,0.782,2,8.9,self_employed,62.92,0.005,1
61,92018.03,19227.13,24,715.0,3,0.735,0.712,4,18.1,business_owner,801.13,0.104,1
38,46950.16,18951.6,48,642.0,3,0.062,0.989,1,1.2,salaried,394.82,0.101,0
41,46495.28,34550.95,48,541.0,2,0.156,0.496,1,9.3,salaried,719.81,0.186,0
33,110797.73,17136.35,12,619.0,3,0.41,0.53,2,0.1,self_employed,1428.03,0.155,0
41,52504.95,19794.01,12,849.0,1,0.145,0.053,2,0.2,salaried,1649.5,0.377,0
28,99157.1,12721.8,60,761.0,1,0.675,0.389,0,24.6,salaried,212.03,0.026,0
60,133446.2,17657.71,24,545.0,1,0.11,0.922,0,22.5,salaried,735.74,0.066,1
27,44262.38,25687.4,48,810.0,0,0.404,0.35,2,22.3,business_owner,535.15,0.145,0
43,58452.96,14896.53,24,662.0,3,0.383,0.766,0,10.6,salaried,620.69,0.127,0
64,80017.62,9771.85,36,606.0,1,0.512,0.978,0,21.0,salaried,271.44,0.041,0
52,71951.68,11706.09,48,625.0,1,0.585,0.127,0,7.7,self_employed,243.88,0.041,0
31,71699.95,20975.66,12,655.0,2,0.855,0.334,0,9.3,salaried,1747.97,0.293,0
42,25166.35,9949.15,60,748.0,2,0.281,0.474,0,16.9,business_owner,165.82,0.079,0
42,32073.7,22775.48,24,667.0,2,0.616,0.237,0,21.0,business_owner,948.98,0.355,0
63,38267.89,41988.82,12,680.0,1,0.08,0.012,0,8.0,self_employed,3499.07,1.097,0
45,89968.1,22945.5,60,759.0,0,0.051,0.469,1,20.4,self_employed,382.42,0.051,0
42,26431.52,20916.25,12,614.0,2,0.072,0.537,1,28.9,self_employed,1743.02,0.791,0
48,104989.26,16458.2,48,677.0,1,0.432,0.625,1,14.8,salaried,342.88,0.039,0
49,72396.78,8382.31,24,689.0,1,0.522,0.827,1,12.2,self_employed,349.26,0.058,1
33,87300.82,7938.27,36,662.0,0,0.055,0.253,0,7.0,salaried,220.51,0.03,0
38,30798.88,7890.59,12,695.0,2,0.387,0.061,0,10.7,business_owner,657.55,0.256,0
22,50825.38,18635.79,24,588.0,1,0.085,0.09,0,15.9,self_employed,776.49,0.183,0
49,56923.95,10575.79,48,738.0,1,0.605,0.497,1,28.3,salaried,220.33,0.046,0
41,55685.97,13129.34,12,600.0,1,0.587,0.922,0,7.8,business_owner,1094.11,0.236,1
35,56830.52,17174.72,48,691.0,1,0.717,0.982,0,6.9,business_owner,357.81,0.076,0
47,42690.72,8068.7,36,669.0,2,0.514,0.205,1,28.8,self_employed,224.13,0.063,1
51,52449.37,9885.71,36,588.0,0,0.58,0.152,0,18.2,self_employed,274.6,0.063,1
35,82189.43,16215.61,60,796.0,1,0.288,0.353,0,22.1,salaried,270.26,0.039,0
43,27357.44,11220.39,60,804.0,0,0.123,0.464,0,24.9,self_employed,187.01,0.082,0
44,106247.34,11867.15,60,567.0,2,0.677,0.808,0,2.5,salaried,197.79,0.022,0
64,80093.46,7189.72,48,722.0,0,0.57,0.775,1,14.5,business_owner,149.79,0.022,0
33,30254.46,11963.95,60,639.0,1,0.848,0.923,2,4.2,self_employed,199.4,0.079,1
42,59392.19,36001.0,24,589.0,2,0.891,0.858,0,18.7,salaried,1500.04,0.303,1
63,76937.55,10220.89,48,683.0,1,0.77,0.439,1,28.6,salaried,212.94,0.033,0
57,26432.6,6712.95,48,725.0,2,0.888,0.019,1,1.7,salaried,139.85,0.063,0
53,50060.58,23739.17,60,664.0,0,0.6,0.237,0,8.2,salaried,395.65,0.095,0
23,47133.64,18288.23,60,617.0,0,0.128,0.61,0,30.0,salaried,304.8,0.078,0
39,35497.22,15177.53,48,770.0,2,0.126,0.501,2,0.2,salaried,316.2,0.107,0
43,51337.59,6056.06,36,773.0,0,0.736,0.24,2,4.2,self_employed,168.22,0.039,0
49,36310.3,6594.77,36,589.0,2,0.251,0.132,1,2.4,salaried,183.19,0.061,0
50,97455.73,5311.39,60,658.0,1,0.102,0.216,0,22.9,salaried,88.52,0.011,0
59,35834.91,17307.91,36,508.0,2,0.451,0.26,0,22.5,salaried,480.78,0.161,1
64,72837.74,24634.95,24,725.0,3,0.317,0.867,1,23.3,salaried,1026.46,0.169,0
45,21424.85,17661.82,24,769.0,1,0.55,0.71,0,23.2,salaried,735.91,0.412,0
57,45210.97,43042.42,24,685.0,1,0.56,0.552,0,25.1,salaried,1793.43,0.476,0
28,49323.48,10248.2,48,557.0,1,0.629,0.021,0,23.2,salaried,213.5,0.052,1
62,44482.65,11001.63,48,795.0,3,0.54,0.821,1,14.5,salaried,229.2,0.062,0
36,40208.79,14241.81,48,833.0,0,0.374,0.552,0,22.4,salaried,296.7,0.089,0
28,35110.04,11641.14,48,611.0,1,0.07,0.627,0,17.9,business_owner,242.52,0.083,1
21,71486.96,18019.8,48,690.0,1,0.819,0.066,0,11.0,salaried,375.41,0.063,0
64,80799.73,9101.8,60,724.0,0,0.328,0.815,2,25.1,salaried,151.7,0.023,0
25,47047.81,5785.82,36,721.0,1,0.481,0.832,2,23.6,salaried,160.72,0.041,0
23,28330.13,4566.01,60,654.0,0,0.523,0.883,0,5.2,salaried,76.1,0.032,0
21,120207.5,17824.11,36,812.0,3,0.318,0.528,2,0.7,self_employed,495.11,0.049,0
24,31574.38,9744.45,60,509.0,0,0.312,0.394,0,9.5,salaried,162.41,0.062,0
60,23630.39,6622.81,24,510.0,1,0.272,0.073,2,12.1,salaried,275.95,0.14,0
55,17920.29,9214.79,12,649.0,0,0.257,0.194,1,5.2,self_employed,767.9,0.514,0
52,51520.03,43110.38,48,807.0,0,0.076,0.226,0,25.7,salaried,898.13,0.209,0
62,43971.27,6860.01,12,754.0,0,0.864,0.063,0,1.0,self_employed,571.67,0.156,0
54,82082.35,20667.44,12,516.0,0,0.556,0.154,0,14.5,self_employed,1722.29,0.252,1
63,66538.92,17199.85,24,900.0,2,0.142,0.887,0,1.7,salaried,716.66,0.129,0
45,56675.69,29877.46,12,700.0,0,0.553,0.545,0,16.1,salaried,2489.79,0.527,0
30,42800.99,12408.59,12,546.0,1,0.247,0.764,0,13.9,salaried,1034.05,0.29,1
